metric,filter,breakdown,treatment,segment,delta,baselineMean,baselineSampleSize,testGroupMean,testGroupSampleSize,ci_70_interval,ci_70_intervalLower,ci_70_intervalUpper,ci_80_interval,ci_80_intervalLower,ci_80_intervalUpper,ci_90_interval,ci_90_intervalLower,ci_90_intervalUpper,ci_95_interval,ci_95_intervalLower,ci_95_intervalUpper,effectiveSampleSize,pvalue,sem,std
Emotional Response (Interested),Overall,Education,The Busch Guide: Shelter,Postgrad,,,,6.0,85,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,69.4,,0.2,0.2
Emotional Response (Interested),Overall,Education,Bud Light: Easy to Summer.mp4,College,,,,5.3,255,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,203.2,,0.1,0.1
Emotional Response (Interested),Overall,Education,Bud Light: Easy to Summer.mp4,Non-University,,,,5.1,693,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,510.1,,0.1,0.1
Emotional Response (Interested),Overall,Education,Bud Light: Easy to Summer.mp4,Postgrad,,,,5.4,85,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,66.6,,0.2,0.2
Emotional Response (Interested),Overall,Education,Budweiser: Griffey Father’s Day,College,,,,6.0,260,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,215.1,,0.2,0.2
Emotional Response (Interested),Overall,Education,Budweiser: Griffey Father’s Day,Non-University,,,,5.8,667,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,478.3,,0.2,0.2
Emotional Response (Interested),Overall,Education,Budweiser: Griffey Father’s Day,Postgrad,,,,6.1,98,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,78.2,,0.2,0.2
Emotional Response (Interested),Overall,Education,Bud Light: NFL Pros,College,,,,5.4,240,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,198.0,,0.2,0.2
Emotional Response (Interested),Overall,Education,Bud Light: NFL Pros,Non-University,,,,5.3,710,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,522.8,,0.2,0.2
Emotional Response (Interested),Overall,Education,Bud Light: NFL Pros,Postgrad,,,,5.5,90,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,75.1,,0.2,0.2
Emotional Response (Interested),Overall,Education,Anheuser-Busch _ That’s Who We Are,College,,,,5.5,222,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,172.8,,0.1,0.1
Emotional Response (Interested),Overall,Education,Anheuser-Busch _ That’s Who We Are,Non-University,,,,5.2,671,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,480.8,,0.1,0.1
Emotional Response (Interested),Overall,Education,Anheuser-Busch _ That’s Who We Are,Postgrad,,,,5.6,92,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,72.5,,0.2,0.2
Emotional Response (Interested),Overall,Gender,ULTRA Club New Members Day,Men,,,,5.1,497,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,379.7,,0.2,0.2
Emotional Response (Interested),Overall,Gender,ULTRA Club New Members Day,Women,,,,5.2,532,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,410.9,,0.2,0.2
Emotional Response (Interested),Overall,Gender,The Busch Guide: Shelter,Men,,,,5.9,487,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,373.5,,0.2,0.2
Emotional Response (Interested),Overall,Gender,The Busch Guide: Shelter,Women,,,,5.4,546,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,418.5,,0.1,0.1
Emotional Response (Interested),Overall,Gender,Bud Light: Easy to Summer.mp4,Men,,,,5.3,473,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,359.5,,0.2,0.2
Emotional Response (Interested),Overall,Gender,Bud Light: Easy to Summer.mp4,Women,,,,5.1,551,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,414.9,,0.2,0.2
Emotional Response (Interested),Overall,Gender,Budweiser: Griffey Father’s Day,Men,,,,6.1,481,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,367.6,,0.2,0.2
Emotional Response (Interested),Overall,Gender,Budweiser: Griffey Father’s Day,Women,,,,5.7,533,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,401.3,,0.2,0.2
Emotional Response (Interested),Overall,Gender,Bud Light: NFL Pros,Men,,,,5.4,444,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,343.7,,0.2,0.2
Emotional Response (Interested),Overall,Gender,Bud Light: NFL Pros,Women,,,,5.3,591,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,448.4,,0.2,0.2
Emotional Response (Interested),Overall,Gender,Anheuser-Busch _ That’s Who We Are,Men,,,,5.5,436,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,328.1,,0.2,0.2
Emotional Response (Interested),Overall,Gender,Anheuser-Busch _ That’s Who We Are,Women,,,,5.2,535,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,394.6,,0.2,0.2
Emotional Response (Interested),Overall,Income,ULTRA Club New Members Day,$40k-$100k,,,,5.3,336,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,263.0,,0.1,0.1
Emotional Response (Interested),Overall,Income,ULTRA Club New Members Day,<$40k,,,,5.1,362,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,277.3,,0.1,0.1
Emotional Response (Interested),Overall,Income,ULTRA Club New Members Day,>$100k,,,,5.3,120,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,94.9,,0.1,0.1
Emotional Response (Interested),Overall,Income,The Busch Guide: Shelter,$40k-$100k,,,,5.9,338,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,263.6,,0.1,0.1
Emotional Response (Interested),Overall,Income,The Busch Guide: Shelter,<$40k,,,,5.6,361,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,269.6,,0.1,0.1
Emotional Response (Interested),Overall,Income,The Busch Guide: Shelter,>$100k,,,,6.0,121,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,99.1,,0.2,0.2
Emotional Response (Interested),Overall,Income,Bud Light: Easy to Summer.mp4,$40k-$100k,,,,5.4,318,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,244.4,,0.1,0.1
Emotional Response (Interested),Overall,Income,Bud Light: Easy to Summer.mp4,<$40k,,,,5.2,404,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,303.0,,0.1,0.1
Emotional Response (Interested),Overall,Income,Bud Light: Easy to Summer.mp4,>$100k,,,,5.4,102,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,79.5,,0.2,0.2
Emotional Response (Interested),Overall,Income,Budweiser: Griffey Father’s Day,$40k-$100k,,,,6.0,327,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,253.7,,0.2,0.2
Emotional Response (Interested),Overall,Income,Budweiser: Griffey Father’s Day,<$40k,,,,5.9,365,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,271.8,,0.2,0.2
Emotional Response (Interested),Overall,Income,Budweiser: Griffey Father’s Day,>$100k,,,,6.1,125,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,102.4,,0.2,0.2
Emotional Response (Interested),Overall,Income,Bud Light: NFL Pros,$40k-$100k,,,,5.4,333,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,256.9,,0.2,0.2
Emotional Response (Interested),Overall,Income,Bud Light: NFL Pros,<$40k,,,,5.3,361,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,274.1,,0.2,0.2
Emotional Response (Interested),Overall,Income,Bud Light: NFL Pros,>$100k,,,,5.5,116,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,93.3,,0.2,0.2
Emotional Response (Interested),Overall,Income,Anheuser-Busch _ That’s Who We Are,$40k-$100k,,,,5.5,291,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,224.1,,0.1,0.1
Emotional Response (Interested),Overall,Income,Anheuser-Busch _ That’s Who We Are,<$40k,,,,5.3,354,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,259.1,,0.1,0.1
Emotional Response (Interested),Overall,Income,Anheuser-Busch _ That’s Who We Are,>$100k,,,,5.7,110,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,83.0,,0.1,0.1
Emotional Response (Interested),Overall,Overall,ULTRA Club New Members Day,Overall,,,,5.1,1034,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,790.3,,0.1,0.1
Emotional Response (Interested),Overall,Overall,The Busch Guide: Shelter,Overall,,,,5.7,1037,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,788.4,,0.1,0.1
Emotional Response (Interested),Overall,Overall,Bud Light: Easy to Summer.mp4,Overall,,,,5.2,1033,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,778.9,,0.1,0.1
Emotional Response (Interested),Overall,Overall,Budweiser: Griffey Father’s Day,Overall,,,,5.9,1025,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,770.3,,0.2,0.2
Emotional Response (Interested),Overall,Overall,Bud Light: NFL Pros,Overall,,,,5.3,1040,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,794.9,,0.2,0.2
Emotional Response (Interested),Overall,Overall,Anheuser-Busch _ That’s Who We Are,Overall,,,,5.3,985,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,726.0,,0.1,0.1
Emotional Response (Interested),Overall,Primary Shopper,ULTRA Club New Members Day,Not primary shopper,,,,4.5,212,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,158.0,,0.1,0.1
Emotional Response (Interested),Overall,Primary Shopper,ULTRA Club New Members Day,Primary shopper,,,,5.2,822,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,633.3,,0.1,0.1
Emotional Response (Interested),Overall,Primary Shopper,The Busch Guide: Shelter,Not primary shopper,,,,5.2,215,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,162.3,,0.1,0.1
Emotional Response (Interested),Overall,Primary Shopper,The Busch Guide: Shelter,Primary shopper,,,,5.8,822,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,629.3,,0.1,0.1
Emotional Response (Interested),Overall,Primary Shopper,Bud Light: Easy to Summer.mp4,Not primary shopper,,,,4.6,218,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,159.0,,0.2,0.2
Emotional Response (Interested),Overall,Primary Shopper,Bud Light: Easy to Summer.mp4,Primary shopper,,,,5.3,815,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,621.6,,0.1,0.1
Emotional Response (Interested),Overall,Primary Shopper,Budweiser: Griffey Father’s Day,Not primary shopper,,,,5.5,205,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,144.4,,0.2,0.2
Emotional Response (Interested),Overall,Primary Shopper,Budweiser: Griffey Father’s Day,Primary shopper,,,,6.0,820,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,627.1,,0.2,0.2
Emotional Response (Interested),Overall,Primary Shopper,Bud Light: NFL Pros,Not primary shopper,,,,5.1,209,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,158.9,,0.2,0.2
Emotional Response (Interested),Overall,Primary Shopper,Bud Light: NFL Pros,Primary shopper,,,,5.4,831,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,643.1,,0.2,0.2
Emotional Response (Interested),Overall,Primary Shopper,Anheuser-Busch _ That’s Who We Are,Not primary shopper,,,,4.7,196,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,136.9,,0.1,0.1
Emotional Response (Interested),Overall,Primary Shopper,Anheuser-Busch _ That’s Who We Are,Primary shopper,,,,5.5,789,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,590.8,,0.1,0.1
Emotional Response (Interested),Overall,Region,ULTRA Club New Members Day,Midwest,,,,5.1,191,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,145.4,,0.2,0.2
Emotional Response (Interested),Overall,Region,ULTRA Club New Members Day,Northeast,,,,5.1,148,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,114.5,,0.3,0.3
Emotional Response (Interested),Overall,Region,ULTRA Club New Members Day,South,,,,5.3,471,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,360.7,,0.1,0.1
Emotional Response (Interested),Overall,Region,ULTRA Club New Members Day,West,,,,4.8,195,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,152.8,,0.2,0.2
Emotional Response (Interested),Overall,Region,The Busch Guide: Shelter,Midwest,,,,5.5,197,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,150.5,,0.2,0.2
Emotional Response (Interested),Overall,Region,The Busch Guide: Shelter,Northeast,,,,5.6,181,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,138.8,,0.2,0.2
Emotional Response (Interested),Overall,Region,The Busch Guide: Shelter,South,,,,5.6,461,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,351.2,,0.1,0.1
Emotional Response (Interested),Overall,Region,The Busch Guide: Shelter,West,,,,6.0,176,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,134.9,,0.3,0.3
Emotional Response (Interested),Overall,Region,Bud Light: Easy to Summer.mp4,Midwest,,,,4.8,174,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,130.8,,0.2,0.2
Emotional Response (Interested),Overall,Region,Bud Light: Easy to Summer.mp4,Northeast,,,,5.2,186,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,141.6,,0.2,0.2
Emotional Response (Interested),Overall,Region,Bud Light: Easy to Summer.mp4,South,,,,5.2,471,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,359.8,,0.1,0.1
Emotional Response (Interested),Overall,Region,Bud Light: Easy to Summer.mp4,West,,,,5.5,178,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,134.2,,0.2,0.2
Emotional Response (Interested),Overall,Region,Budweiser: Griffey Father’s Day,Midwest,,,,5.7,188,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,137.7,,0.2,0.2
Emotional Response (Interested),Overall,Region,Budweiser: Griffey Father’s Day,Northeast,,,,6.1,188,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,143.0,,0.2,0.2
Emotional Response (Interested),Overall,Region,Budweiser: Griffey Father’s Day,South,,,,5.9,446,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,336.8,,0.2,0.2
Emotional Response (Interested),Overall,Region,Budweiser: Griffey Father’s Day,West,,,,5.9,170,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,134.3,,0.2,0.2
Emotional Response (Interested),Overall,Region,Bud Light: NFL Pros,Midwest,,,,5.1,205,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,160.3,,0.2,0.2
Emotional Response (Interested),Overall,Region,Bud Light: NFL Pros,Northeast,,,,5.6,184,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,140.8,,0.2,0.2
Emotional Response (Interested),Overall,Region,Bud Light: NFL Pros,South,,,,5.3,451,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,344.4,,0.2,0.2
Emotional Response (Interested),Overall,Region,Bud Light: NFL Pros,West,,,,5.3,169,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,133.8,,0.3,0.3
Emotional Response (Interested),Overall,Region,Anheuser-Busch _ That’s Who We Are,Midwest,,,,5.3,173,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,133.3,,0.2,0.2
Emotional Response (Interested),Overall,Region,Anheuser-Busch _ That’s Who We Are,Northeast,,,,5.5,209,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,154.5,,0.2,0.2
Emotional Response (Interested),Overall,Region,Anheuser-Busch _ That’s Who We Are,South,,,,5.3,438,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,324.7,,0.1,0.1
Emotional Response (Interested),Overall,Region,Anheuser-Busch _ That’s Who We Are,West,,,,5.1,141,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,101.2,,0.3,0.3
Emotional Response (Interested),Overall,Store Preference,ULTRA Club New Members Day,Club stores,,,,5.0,97,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,76.5,,0.1,0.1
Emotional Response (Interested),Overall,Store Preference,ULTRA Club New Members Day,Grocery stores ,,,,5.1,550,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,419.6,,0.1,0.1
Emotional Response (Interested),Overall,Store Preference,ULTRA Club New Members Day,Liquor Stores ,,,,5.3,274,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,211.1,,0.1,0.1
Emotional Response (Interested),Overall,Store Preference,ULTRA Club New Members Day,Natural food stores,,,,4.9,113,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,86.2,,0.1,0.1
Emotional Response (Interested),Overall,Store Preference,The Busch Guide: Shelter,Club stores,,,,5.7,83,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,65.4,,0.1,0.1
Emotional Response (Interested),Overall,Store Preference,The Busch Guide: Shelter,Grocery stores ,,,,5.6,557,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,418.7,,0.1,0.1
Emotional Response (Interested),Overall,Store Preference,The Busch Guide: Shelter,Liquor Stores ,,,,5.8,298,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,230.8,,0.1,0.1
Emotional Response (Interested),Overall,Store Preference,The Busch Guide: Shelter,Natural food stores,,,,5.5,99,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,75.6,,0.1,0.1
Emotional Response (Interested),Overall,Store Preference,Bud Light: Easy to Summer.mp4,Club stores,,,,5.2,97,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,72.6,,0.2,0.2
Emotional Response (Interested),Overall,Store Preference,Bud Light: Easy to Summer.mp4,Grocery stores ,,,,5.1,542,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,405.9,,0.1,0.1
Emotional Response (Interested),Overall,Store Preference,Bud Light: Easy to Summer.mp4,Liquor Stores ,,,,5.3,278,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,217.2,,0.1,0.1
Emotional Response (Interested),Overall,Store Preference,Bud Light: Easy to Summer.mp4,Natural food stores,,,,5.0,116,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,85.3,,0.2,0.2
Emotional Response (Interested),Overall,Store Preference,Budweiser: Griffey Father’s Day,Club stores,,,,5.9,91,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,69.3,,0.2,0.2
Emotional Response (Interested),Overall,Store Preference,Budweiser: Griffey Father’s Day,Grocery stores ,,,,5.8,549,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,408.5,,0.2,0.2
Emotional Response (Interested),Overall,Store Preference,Budweiser: Griffey Father’s Day,Liquor Stores ,,,,6.0,280,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,219.6,,0.2,0.2
Emotional Response (Interested),Overall,Store Preference,Budweiser: Griffey Father’s Day,Natural food stores,,,,5.8,105,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,74.5,,0.2,0.2
Emotional Response (Interested),Overall,Store Preference,Bud Light: NFL Pros,Club stores,,,,5.4,82,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,62.0,,0.2,0.2
Emotional Response (Interested),Overall,Store Preference,Bud Light: NFL Pros,Grocery stores ,,,,5.3,560,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,431.7,,0.2,0.2
Emotional Response (Interested),Overall,Store Preference,Bud Light: NFL Pros,Liquor Stores ,,,,5.4,296,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,225.6,,0.2,0.2
Emotional Response (Interested),Overall,Store Preference,Bud Light: NFL Pros,Natural food stores,,,,5.4,102,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,90.7,,0.1,0.1
Emotional Response (Interested),Overall,Store Preference,Anheuser-Busch _ That’s Who We Are,Club stores,,,,5.4,66,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,48.6,,0.2,0.2
Emotional Response (Interested),Overall,Store Preference,Anheuser-Busch _ That’s Who We Are,Grocery stores ,,,,5.2,528,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,388.5,,0.1,0.1
Emotional Response (Interested),Overall,Store Preference,Anheuser-Busch _ That’s Who We Are,Liquor Stores ,,,,5.6,294,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,217.4,,0.1,0.1
Emotional Response (Interested),Overall,Store Preference,Anheuser-Busch _ That’s Who We Are,Natural food stores,,,,5.2,97,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,74.0,,0.1,0.1
Emotional Response (Interested),Overall,Urbanization,ULTRA Club New Members Day,City,,,,5.1,587,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,454.4,,0.1,0.1
Emotional Response (Interested),Overall,Urbanization,ULTRA Club New Members Day,Rural,,,,5.3,148,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,114.0,,0.2,0.2
Emotional Response (Interested),Overall,Urbanization,ULTRA Club New Members Day,Suburb,,,,5.0,270,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,204.8,,0.2,0.2
Emotional Response (Interested),Overall,Urbanization,The Busch Guide: Shelter,City,,,,5.7,600,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,455.3,,0.1,0.1
Emotional Response (Interested),Overall,Urbanization,The Busch Guide: Shelter,Rural,,,,5.5,142,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,106.2,,0.2,0.2
Emotional Response (Interested),Overall,Urbanization,The Busch Guide: Shelter,Suburb,,,,5.7,273,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,214.2,,0.1,0.1
Emotional Response (Interested),Overall,Urbanization,Bud Light: Easy to Summer.mp4,City,,,,5.2,562,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,429.0,,0.1,0.1
Emotional Response (Interested),Overall,Urbanization,Bud Light: Easy to Summer.mp4,Rural,,,,5.1,125,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,91.7,,0.2,0.2
Emotional Response (Interested),Overall,Urbanization,Bud Light: Easy to Summer.mp4,Suburb,,,,5.1,322,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,244.7,,0.2,0.2
Emotional Response (Interested),Overall,Urbanization,Budweiser: Griffey Father’s Day,City,,,,5.9,562,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,430.8,,0.2,0.2
Emotional Response (Interested),Overall,Urbanization,Budweiser: Griffey Father’s Day,Rural,,,,5.8,133,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,97.6,,0.2,0.2
Emotional Response (Interested),Overall,Urbanization,Budweiser: Griffey Father’s Day,Suburb,,,,5.9,297,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,229.0,,0.2,0.2
Emotional Response (Interested),Overall,Urbanization,Bud Light: NFL Pros,City,,,,5.3,585,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,454.7,,0.2,0.2
Emotional Response (Interested),Overall,Urbanization,Bud Light: NFL Pros,Rural,,,,5.1,134,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,100.3,,0.2,0.2
Emotional Response (Interested),Overall,Urbanization,Bud Light: NFL Pros,Suburb,,,,5.4,290,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,223.5,,0.2,0.2
Emotional Response (Interested),Overall,Urbanization,Anheuser-Busch _ That’s Who We Are,City,,,,5.4,573,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,430.2,,0.1,0.1
