,content,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,answers,poststrat
64b9e8238092b5001f4fc1e0,Budweiser: Griffey Father’s Day,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,I liked it,0.813194390203756
64b9e823fbdf27001d41972a,Budweiser: Griffey Father’s Day,False,False,True,True,True,True,True,False,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,Loved it,2.655816563971338
64b9e8273e3c1d0022b74ec0,Budweiser: Griffey Father’s Day,True,False,False,True,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,it was an emotional video,0.813194390203756
64b9e827fbdf27001d419732,ULTRA Club New Members Day,True,False,False,True,True,True,True,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,It was an interesting ad to say the least,0.6188977598749169
64b9e82855ed4f0022bba401,The Busch Guide: Shelter,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,I like the ankmal,0.6103373040768872
64b9e82f41ae020022cf66d9,ULTRA Club New Members Day,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,Cute video,2.655816563971338
64b9e83455ed4f0022bba420,The Busch Guide: Shelter,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,I love it,0.6181594825444874
64b9e83f41ae020022cf6722,ULTRA Club New Members Day,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,The video was informing ,1.093330900430563
64b9e84055ed4f0022bba423,ULTRA Club New Members Day,False,True,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,It was alittle strange. I’m not sure what the message was. Maybe trying to make drinking and golf look fun ,0.6103373040768872
64b9e843b238510025e89a51,Budweiser: Griffey Father’s Day,True,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,My reaction was happiness and cuteness bcs he loves his dad and how his dad makes him happy and how he’s always there for him even when he feel sad ,0.4078743691386892
64b9e84b41ae020022cf6730,The Busch Guide: Shelter,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,You should try this ,1.5272767058676573
64b9e84bb238510025e89a57,Budweiser: Griffey Father’s Day,False,True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,Very nice good video ,0.805503929969924
64b9e8509d848f001cd1f129,The Busch Guide: Shelter,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,"I’m ready to try new things
",0.6188977598749169
64b9e85f780ad5001e9338cb,The Busch Guide: Shelter,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,It was cool I like animals ,0.6188977598749169
64b9e866780ad5001e9338d1,Bud Light: Easy to Summer.mp4,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,Good ,0.8763089670626513
64b9e8678092b5001f4fc1f2,The Busch Guide: Shelter,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,Loved it,0.4078743691386892
64b9e8688092b5001f4fc1f5,The Busch Guide: Shelter,True,False,False,True,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,"That was a cute, funny video. Very unexpected.",0.8763089670626513
64b9e86b8092b5001f4fc1f8,Budweiser: Griffey Father’s Day,False,True,False,True,True,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,I really liked the video ,1.3404563953701574
64b9e86c780ad5001e9338d9,The Busch Guide: Shelter,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,Shorter survey ,0.8763089670626513
64b9e8718092b5001f4fc1fe,Bud Light: Easy to Summer.mp4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,It was okay ,0.8763089670626513
64b9e878acf94e001de0fe9f,Budweiser: Griffey Father’s Day,True,False,False,True,True,True,True,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,He was talking about time with his dad,0.6188977598749169
64b9e87cb238510025e89a6a,The Busch Guide: Shelter,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,I think the video was awful. ,1.6350203029358277
64b9e87e68cce000230a3472,The Busch Guide: Shelter,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,"I thought the actor's were good at their jobs .
",0.813194390203756
64b9e88a780ad5001e9338dc,The Busch Guide: Shelter,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,Fast,0.6103373040768872
64b9e88a9b7274001e334652,The Busch Guide: Shelter,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,Good taste,1.7423608227906962
64b9e894ec8982001cf32aca,ULTRA Club New Members Day,False,True,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,Loved seeing Venus William playing golf ,1.7423608227906962
64b9e898acf94e001de0feaa,The Busch Guide: Shelter,True,False,False,True,True,True,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,It’s a good commercial but I don’t drink,0.8763089670626513
64b9e89aec8982001cf32ad5,The Busch Guide: Shelter,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,I feel like it’s kinda copying budligh beer,0.4078743691386892
64b9e89c68cce000230a3480,The Busch Guide: Shelter,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,Crazy but big isn't it's kids week,2.2755336358039213
64b9e8a0fbdf27001d419869,The Busch Guide: Shelter,True,True,False,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,True,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,The video is very appealing and informative ,0.7704413793472042
64b9e8a1bba4e400252dd37e,The Busch Guide: Shelter,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,It was a hilarious moment when he told the lady it was the wrong shelter an that was a wolf. I almost wanted to go buy a bush beer!,0.6103373040768872
64b9e8a23e3c1d0022b74ed9,The Busch Guide: Shelter,True,False,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,At first I thought it was for beer then for helpless animals and then back to beer was a like confused at first thought the ad had changed,0.6103373040768872
64b9e8a3acf94e001de0feb5,The Busch Guide: Shelter,False,True,False,True,True,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,Thought is was clever and funny.,0.7704413793472042
64b9e8a50ad42b0026fa8321,Bud Light: Easy to Summer.mp4,True,False,False,True,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,I liked it!!!!!,0.42166564666869893
64b9e8a706b5d2001d31b9ab,Bud Light: Easy to Summer.mp4,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,i love shirtless men,0.6181594825444874
64b9e8a920596e001e569f08,Bud Light: Easy to Summer.mp4,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,It was coo,0.6188977598749169
64b9e8ab55ed4f0022bba431,ULTRA Club New Members Day,True,False,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,Seemed kinda stupid and to long.,0.6103373040768872
64b9e8af55ed4f0022bba434,The Busch Guide: Shelter,False,True,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,Interesting ,0.8763089670626513
64b9e8bbb238510025e89a77,The Busch Guide: Shelter,True,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,It was a cute video ,0.6103373040768872
64b9e8bd535d2600244fa3bb,Bud Light: Easy to Summer.mp4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,Don’t drink ,2.655816563971338
64b9e8c03e3c1d0022b74ee2,The Busch Guide: Shelter,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,Very dull!,0.6181594825444874
64b9e8c95be250001c0db3fe,The Busch Guide: Shelter,True,False,False,True,True,True,True,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,It had amazing humor and made me laugh,0.42166564666869893
64b9e8d841ae020022cf675f,Budweiser: Griffey Father’s Day,False,True,False,True,True,True,True,False,True,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,Men playing baseball and having fun.,1.5272767058676573
64b9e8de9d848f001cd1f147,Bud Light: NFL Pros,True,False,False,True,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,It was not that informative on what the commercial was really about ,0.6103373040768872
64b9e8e1eed9520023cfda07,The Busch Guide: Shelter,False,True,False,True,True,True,True,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,The transition was too stark; a little bit much to follow.,0.8763089670626513
64b9e8e23e3c1d0022b74ef9,ULTRA Club New Members Day,False,True,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,The video was high spirited and fun. Makes me want to try Michelin Ultra,0.8763089670626513
64b9e8e29d848f001cd1f14a,Bud Light: Easy to Summer.mp4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,I don’t drink alcohol ,0.7704413793472042
64b9e8e7780ad5001e9338f4,Bud Light: Easy to Summer.mp4,True,False,False,True,True,True,True,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,"I thought this video was very funny!
",0.6181594825444874
64b9e8eb55ed4f0022bba450,Bud Light: NFL Pros,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,Loved this !,0.805503929969924
64b9e8eefbdf27001d41987a,The Busch Guide: Shelter,False,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,Not interested ,1.5272767058676573
64b9e8efbba4e400252dd389,Bud Light: Easy to Summer.mp4,False,False,True,True,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,This would have been a great video BEFORE the scand. I now do not drink Bud,1.5272767058676573
64b9e8f29d848f001cd1f14d,Bud Light: Easy to Summer.mp4,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,"It's ok
",0.8763089670626513
64b9e8f506b5d2001d31b9cd,The Busch Guide: Shelter,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,I like the video it is entertaining ,0.7704413793472042
64b9e8fdf07896001b6994ab,Bud Light: NFL Pros,True,False,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,I love it ,0.813194390203756
64b9e901db4574001fe260e4,Bud Light: Easy to Summer.mp4,True,False,False,True,True,False,True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,"it was an interesting advertisement. honestly, i would consider watching it again and showing my family, friends, & others",0.7284744803987538
64b9e90c41ae020022cf6765,Bud Light: Easy to Summer.mp4,True,False,False,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,It was an entertaining video,0.6181594825444874
64b9e913eed9520023cfda29,Bud Light: Easy to Summer.mp4,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,Was a little long but cute ,0.8763089670626513
64b9e914f07896001b6994b6,Bud Light: Easy to Summer.mp4,True,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,Love bud light ,0.813194390203756
64b9e9168092b5001f4fc270,The Busch Guide: Shelter,True,False,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,Entertaining ad that stands out.,0.8763089670626513
64b9e91a06b5d2001d31b9e2,Bud Light: Easy to Summer.mp4,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,Great.,0.813194390203756
64b9e921db4574001fe260e7,The Busch Guide: Shelter,False,True,False,True,True,False,True,False,True,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,A very caring video peaceful m his,1.5272767058676573
64b9e9223e3c1d0022b74f0b,ULTRA Club New Members Day,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,"I like Serena Williams
",0.7704413793472042
64b9e922b238510025e89a8e,The Busch Guide: Shelter,True,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,Thought it was pretty funny,0.7704413793472042
64b9e922db4574001fe260ea,Bud Light: Easy to Summer.mp4,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,I think its a great way to show customers how to just enjoy life and have a beer and relax.,0.6188977598749169
64b9e92855ed4f0022bba471,Bud Light: Easy to Summer.mp4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,It’s a pretty ok add,0.6188977598749169
64b9e92c55ed4f0022bba474,Bud Light: NFL Pros,True,False,False,True,True,True,True,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,It was funny and so true that a hot dog is not in fact a sandwich ,0.28633433645380807
64b9e92d3e1b3b00275d5c4d,Bud Light: Easy to Summer.mp4,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,Good video,0.9135140539869869
64b9e92ddb4574001fe260f2,The Busch Guide: Shelter,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,No interest ,1.6350203029358277
64b9e9349b7274001e33469c,Bud Light: NFL Pros,True,False,False,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,I thought it was cute how they all said a hotdog wasn’t a sandwich and their reasons why it wasn’t. ,0.6181594825444874
64b9e9378092b5001f4fc282,The Busch Guide: Shelter,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,I’m not a fan of beers or anything,0.6188977598749169
64b9e940b238510025e89a91,Bud Light: NFL Pros,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,I laughed the entire time.,0.8763089670626513
64b9e94953c81800247be603,Bud Light: Easy to Summer.mp4,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,Really great. Fun to watch and caught my attention ,1.6350203029358277
64b9e959ec8982001cf32b04,Bud Light: NFL Pros,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,Sandwiches doesn't match the advertisement ,1.5272767058676573
64b9e95aec8982001cf32b07,Bud Light: Easy to Summer.mp4,True,False,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,Less drunk behavior ,0.8763089670626513
64b9e96c20596e001e569f42,Bud Light: NFL Pros,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,It was funny,0.6181594825444874
64b9e96fb238510025e89a9f,Bud Light: Easy to Summer.mp4,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,It was really confusing & uninteresting ,0.4182240657479633
64b9e974535d2600244fa409,Bud Light: Easy to Summer.mp4,False,False,True,True,True,True,True,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,I love it ,1.6068075050145707
64b9e97641ae020022cf6780,Bud Light: NFL Pros,False,False,True,True,True,True,True,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,Blah. Dumb. ,2.655816563971338
64b9e97c53c81800247be60e,Bud Light: Easy to Summer.mp4,False,True,False,True,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,"I liked that most of people were at a cookout and I really distinct when you're at a cook out. You're having a good time you're letting loose. It's your family, you get to sit",1.6350203029358277
64b9e97e8092b5001f4fc297,The Busch Guide: Shelter,False,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,It would be informative for people who drink bush,1.5272767058676573
64b9e9869d848f001cd1f16f,Bud Light: Easy to Summer.mp4,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,Very informative and good way to advertise ,0.4182240657479633
64b9e9893e1b3b00275d5c61,Bud Light: NFL Pros,True,False,False,True,True,False,True,False,True,True,False,True,True,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,I thought it was honestly valid when he said a hot dog is a taco ,0.8543204109223953
64b9e98dbba4e400252dd3b8,Bud Light: NFL Pros,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,Hot dog not a sandwich ,0.813194390203756
64b9e98efbdf27001d4198ab,The Busch Guide: Shelter,False,False,True,True,True,True,True,False,True,True,True,True,False,False,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,Enjoyed the scenery the bush cold beer and the beautiful wolf,1.5272767058676573
64b9e99d780ad5001e933922,Bud Light: Easy to Summer.mp4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,Didn't like it,1.5272767058676573
64b9e9a4eed9520023cfda50,The Busch Guide: Shelter,False,True,False,True,True,True,True,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,"Oh my goodness! Love the 3 simple needs! When the song started i was about to scream. That commercial,  mostly overplayed, ruined the song for me! That song is from my favorite movie so thanks s lot Satah and your sad faved furry friends! When dude says “ wrong shelter!” I about hit the floor! So great!!  So funny. Busch beer ( marketing team) just went up about 300 notches!",1.6068075050145707
64b9e9b8b238510025e89aa5,Bud Light: NFL Pros,True,True,False,True,True,True,True,False,True,True,False,True,True,True,False,False,False,False,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,Fun video!,0.8763089670626513
64b9e9c0acf94e001de0fefb,The Busch Guide: Shelter,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,True,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,It starts off good and then it loses me when they talk about saving animals,0.6103373040768872
64b9e9c168cce000230a34c0,The Busch Guide: Shelter,False,True,False,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,I didn't like it because I felt like it was unsensitive to those who are in poverty ,1.0025229396843862
64b9e9c1f07896001b6994ec,Bud Light: NFL Pros,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,Cool,0.6103373040768872
64b9e9cc0ad42b0026fa8381,Bud Light: NFL Pros,True,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,I had mixed emotions on it,0.42166564666869893
64b9e9d520596e001e569f59,Bud Light: NFL Pros,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,"I did not enjoy the video. I do not find it funny, entertaining, or interesting ",0.6181594825444874
64b9e9d5eed9520023cfda5c,Bud Light: Easy to Summer.mp4,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,Didn’t understand the chaos but interesting ,1.6350203029358277
64b9e9df9b7274001e3346e5,Bud Light: NFL Pros,False,True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,"What does this have to do with beer. Also, wtf, plenty sub sandwiches have 1 side of bread still connected.",0.8763089670626513
